Nr,Navn,Inndeling,Rnr,Region,Fnr,Fylke,År,Folkemengde,Antall personer 6-15,SKS tildelinger,Forfattere,Musikere og komponister,Film- og scenekunstnere,Visuelle kunstnere,Kulturformidling,Kunstnerisk Produksjon,Media,Total Besøk,Betalende Besøk,Utstillinger og arrangementer,Billettselskap Arrangementer,Billettselskap Omsetning,Filmfremvisninger,Kinobesøk,Mangfold filmframvisniger,Mangfold kinobesøk,Besøk,Voksne aktive lånere,Utlån,Arrangement deltakere,Teater Forestillinger,Teater Publikum,Dans Forestillinger,Elever,Timer,Mangfold Timer,Publikum,Mangfold Publikum,Frifond,Riksantikvar og Kulturminnefond,Norsk Kulturråd,Historielag,Husflidlag,Kor,Korps,MVA Refusjon,Voksenopplæring,Kunstlag
1259,Øygarden,Kommune,10049,Hordaland Vest,12,Hordaland,2017,4913,672,48.32892326,0.407083249,0.407083249,,0.203541624,30.53124364,0.814166497,,1.415021372,0.743944637,2.442499491,0.814166497,12.10543456,,,313,313,2.737024221,88.74414818,3.618970079,0.024424995,,,,0.108630952,1.30952381,358,4.915178571,145,1.119478933,0,0,16.89395481,1.221249746,11.19478933,17.50457969,8.650722573,1.42479137,
1259,Øygarden,Kommune,10049,Hordaland Vest,12,Hordaland,2018,4877,667,51.53167931,0.410088169,0.410088169,,0.205044084,34.03731802,1.230264507,,1.774656551,1.117900349,3.485749436,1.84539676,58.96657781,,,315,315,3.11543982,101.0867336,3.155833504,0.018453968,,,,0.092953523,1.596701649,226,3.872563718,264,2.255484929,0,,17.01865901,1.230264507,25.01537831,18.24892352,14.02193972,9.63707197,
1260,Radøy,Kommune,10046,Nordhordland,12,Hordaland,2014,5039,642,138.9472117,0.198452074,0.595356221,,0.992260369,3.175233181,2.381424886,,0.7846795,0.324667593,,0.992260369,65.89303433,8.136535027,0.411391149,248,227,1.797975789,87.51736456,3.024409605,,0.198452074,0.019249851,,0.236760125,3.81152648,205,3.520249221,388,0,20.4405636,19.84520738,44.65171661,35.52292121,15.47926176,50.40682675,31.24528676,,
1260,Radøy,Kommune,10046,Nordhordland,12,Hordaland,2015,5014,641,139.9750698,0.199441564,0.997207818,,0.997207818,2.792181891,1.994415636,,0.655963303,0.204627044,,1.196649382,33.16713203,7.778220981,0.390107698,262,238,1.859194256,82.96769047,2.954726765,0.076785002,0.199441564,0.023932988,,0.199687988,2.712948518,271,3.483619345,403,0,13.96090945,19.94415636,44.87435181,37.69445552,15.15755884,54.04866374,42.32548863,1.396090945,
1260,Radøy,Kommune,10046,Nordhordland,12,Hordaland,2016,5077,654,139.8276541,0.196966713,0.984833563,,0.984833563,1.969667126,0.787866851,,0.751034075,0.27142013,,1.575733701,56.87847154,7.878668505,0.371676187,252,242,1.861335434,85.68051999,2.79988182,0.069332283,,,,0.189602446,2.602446483,276,3.331804281,403,1.181800276,16.15127044,59.09001379,31.51467402,5.909001379,17.92397085,51.99921213,42.69745913,6.696868229,
1260,Radøy,Kommune,10046,Nordhordland,12,Hordaland,2017,5128,643,138.9079563,0.1950078,1.170046802,,0.975039002,1.560062402,1.560062402,,0.732839314,0.207293292,2.145085803,1.950078003,62.67628705,7.800312012,0.298946958,274,257,2.717433697,78.78315133,2.734789392,0,,,,0.194401244,2.505443235,330,5.66718507,225,7.800312012,83.85335413,19.50078003,31.20124805,6.04524181,17.94071763,52.45709828,38.50721529,7.995319813,
1260,Radøy,Kommune,10046,Nordhordland,12,Hordaland,2018,5129,624,189.8730747,0.19496978,1.169818678,,0.974848898,1.949697797,1.949697797,,0.922402028,0.448235523,2.144667577,0.974848898,142.0549815,7.408851628,0.376876584,257,207,2.612595048,75.25833496,2.900175473,0,0.19496978,0.007798791,,0.197115385,2.471153846,334,5.732371795,97,7.798791187,23.39637356,19.49697797,37.4341977,5.459153831,23.006434,49.71729382,46.07837785,12.67303568,
1263,Lindås,Kommune,10046,Nordhordland,12,Hordaland,2014,15069,2086,,,1.194505276,0.132722808,0.066361404,3.185347402,3.052624594,4.247129869,0.774172141,0.151503086,,1.26086668,13.55133055,8.892428164,0.204393125,249,256,3.6691884,114.274338,4.359280642,,0.132722808,0.010551463,,0.144774688,1.935282838,338,3.094439118,417,1.26086668,2.986263189,9.954210631,9.954210631,,22.29743181,28.07087398,18.18216205,14.53314752,
1263,Lindås,Kommune,10046,Nordhordland,12,Hordaland,2015,15402,2125,,,1.168679392,0.129853266,0.064926633,4.155304506,2.856771848,2.726918582,0.710037657,0.148227503,,1.363459291,34.1789378,9.089728607,0.239838982,251,256,4.836319958,102.7139333,3.864173484,0.087650954,0.129853266,0.012985327,,0.154352941,1.971294118,304,3.077176471,415,1.168679392,0,9.738994936,9.738994936,,29.08713154,23.82807428,29.17530191,9.349435138,
1263,Lindås,Kommune,10046,Nordhordland,12,Hordaland,2016,15607,2181,,,1.217402448,0.128147626,,3.844428782,2.819247773,2.306657269,0.736784776,0.170884859,,1.922214391,42.28109182,9.098481451,0.255205997,252,257,3.453770744,107.8362273,3.707887486,0.106170308,,,,0.152223751,1.95735901,331,3.985786337,395,1.794066765,2.562952521,0,9.611071955,4.997757417,25.50137759,21.46472737,22.56551547,8.778112385,
1263,Lindås,Kommune,10046,Nordhordland,12,Hordaland,2017,15731,2198,,0.127137499,1.271374992,0.127137499,0.254274998,3.941262475,2.034199987,2.161337486,0.777509376,0.054859831,1.65278749,2.924162482,63.36348611,8.581781196,0.230436717,271,274,3.42654631,105.0155743,3.596783421,0,0.06356875,0.010298137,,0.139672429,1.810282075,348,3.017288444,392,1.58921874,0,,6.484012459,4.449812472,23.9654186,22.43976861,28.30671922,5.594049965,
1263,Lindås,Kommune,10046,Nordhordland,12,Hordaland,2018,15789,2194,,0.126670467,1.393375135,0.126670467,0.1900057,3.92678447,3.420102603,2.026727468,0.795173855,0.057255051,1.456710368,1.203369434,27.35075052,7.66356324,0.195705871,263,265,3.657293052,100.956362,3.75723605,0.001013364,0.253340934,0.025967446,,0.142206016,1.813582498,353,3.955332726,343,0.633352334,25.39742859,0,7.66356324,4.433466337,21.72398505,22.29400215,39.17847869,20.83729179,
1264,Austrheim,Kommune,10046,Nordhordland,12,Hordaland,2014,2833,338,,0.352982704,,0.352982704,0.352982704,4.941757854,2.823861631,,,,,0.705965408,2.523120367,14.82527356,0.461701377,203,209,2.929756442,115.0723615,5.53653371,,0.352982704,0.015178256,,0.369822485,2.74852071,166,4.079881657,332,0,16.8019767,,16.94316978,,14.47229086,24.70878927,4.563713378,,
1264,Austrheim,Kommune,10046,Nordhordland,12,Hordaland,2015,2856,354,,0.350140056,,0.350140056,0.350140056,4.201680672,0.700280112,,,,,0.700280112,3.650210084,14.00560224,0.433473389,215,221,2.759103641,117.6470588,5.017857143,0.107492997,0.350140056,0.022759104,,0.296610169,2.624293785,180,3.223163842,413,1.75070028,74.4047619,,19.60784314,,15.05602241,18.90756303,5.530112045,,
1264,Austrheim,Kommune,10046,Nordhordland,12,Hordaland,2016,2858,344,,0.349895031,,0.349895031,0.349895031,4.198740378,0.699790063,,,,,1.749475157,127.2123863,14.69559132,0.49580126,198,204,3.11406578,117.5647306,4.739328202,0.095171449,,,,0.296511628,2.700581395,175,3.502906977,394,0,0,,19.59412176,5.948215535,15.04548635,15.74527642,18.3519944,,
1264,Austrheim,Kommune,10046,Nordhordland,12,Hordaland,2017,2884,353,82.33009709,0.346740638,,0.346740638,0.346740638,3.46740638,0.693481276,,,,,3.46740638,126.4528433,13.17614424,0.382454924,212,220,3.120665742,105.409154,4.481969487,0.024271845,,,,0.314447592,2.631728045,177,3.184135977,379,0,52.0110957,,22.53814147,5.894590846,16.64355062,19.76421637,12.31518724,,
1264,Austrheim,Kommune,10046,Nordhordland,12,Hordaland,2018,2902,349,81.81943487,0.344589938,,0.344589938,0.344589938,3.44589938,2.067539628,,,,,3.790489318,126.9607167,13.78359752,0.363542385,211,224,3.101309442,104.7553411,4.454169538,0.035837354,,,,0.200573066,2.335243553,340,3.699140401,262,0,36.18194349,,22.39834597,4.479669194,13.78359752,23.77670572,43.88387319,17.57408684,
1265,Fedje,Kommune,10046,Nordhordland,12,Hordaland,2014,561,80,,,,,,7.130124777,,,,,,0,0,46.34581105,0.393939394,122,213,4.171122995,151.5151515,5.108734403,,,,,0.2875,4.275,251,4.6375,370,0,0,,,,85.56149733,39.21568627,,,
1265,Fedje,Kommune,10046,Nordhordland,12,Hordaland,2015,563,73,,,,,,7.104795737,,,,,,1.776198934,268.8277087,,,305,305,4.014209591,142.0959147,4.921847247,0.007104796,,,,0.301369863,4.684931507,243,2.821917808,416,0,0,,,,60.39076377,37.30017762,,,
1265,Fedje,Kommune,10046,Nordhordland,12,Hordaland,2016,576,79,,,,,,10.41666667,,,,,,1.736111111,8.515625,,,307,307,4.131944444,107.6388889,4.814236111,0.269097222,,,,0.329113924,4.329113924,253,3.341772152,412,0,0,,,1.736111111,60.76388889,,14.62673611,,
1265,Fedje,Kommune,10046,Nordhordland,12,Hordaland,2017,587,79,,,,,,6.814310051,,,,,,1.703577513,19.92163543,,,313,313,4.122657581,139.693356,4.471890971,0,,,,0.506329114,6.35443038,119,3.493670886,378,0,0,,,1.703577513,83.47529813,,15.37819421,,
1265,Fedje,Kommune,10046,Nordhordland,12,Hordaland,2018,561,79,,,,,,3.565062389,,,,,,,,,,315,315,4.420677362,149.7326203,4.709447415,0,1.782531194,0.051693405,,0.53164557,6.303797468,119,3,394,0,0,,,1.782531194,69.51871658,,11.68449198,51.69340463,
1266,Masfjorden,Kommune,10046,Nordhordland,12,Hordaland,2014,1693,202,,,,,,7.088009451,9.450679268,1.181334908,,,,1.181334908,3.735971648,24.80803308,0.655640874,160,175,1.541642056,131.7188423,6.202598937,,0.590667454,0.053160071,,0.534653465,11.5,72,4.608910891,323,0,0,0,,,14.1760189,36.03071471,4.64028352,28.94270526,
1266,Masfjorden,Kommune,10046,Nordhordland,12,Hordaland,2015,1704,198,,,,,,4.694835681,5.868544601,1.17370892,,,,1.17370892,2.429577465,24.64788732,0.516431925,134,165,1.625586854,134.3896714,6.83157277,0.172535211,0.58685446,0.079225352,,0.580808081,11.44949495,24,4.383838384,332,0,0,,,,19.36619718,39.90610329,8.171361502,39.31924883,
1266,Masfjorden,Kommune,10046,Nordhordland,12,Hordaland,2016,1701,205,,,,,,4.703115814,4.703115814,1.175778954,0.821869489,0.821869489,,1.76366843,9.801293357,25.86713698,0.616696061,180,231,3.580246914,132.2751323,6.766607878,0.133450911,,,,0.531707317,11.65365854,18,6.590243902,148,0,0,8.818342152,,5.291005291,12.34567901,32.9218107,12.08054086,36.44914756,
1266,Masfjorden,Kommune,10046,Nordhordland,12,Hordaland,2017,1710,206,,,,,0.584795322,5.847953216,4.678362573,1.169590643,0.837426901,0.58245614,2.923976608,1.754385965,10.02748538,23.39181287,0.48245614,175,210,3.439181287,112.2807018,6.934502924,0,,,,0.538834951,12.2038835,8,6.349514563,86,0,0,0,,5.847953216,14.61988304,30.99415205,14.19883041,33.33333333,
1266,Masfjorden,Kommune,10046,Nordhordland,12,Hordaland,2018,1730,215,,,1.156069364,,0.578034682,4.624277457,3.468208092,,0.83583815,0.469364162,3.468208092,1.156069364,5.55433526,21.96531792,0.54566474,177,191,3.754913295,111.5606936,6.76300578,0,,,,0.465116279,11.77209302,13,3.279069767,326,0,0,,,6.358381503,15.02890173,35.26011561,25.08208092,70.52023121,
1401,Flora,Kommune,10053,Sunnfjord,14,Sogn og Fjordane,2014,11779,1607,,,0.424484252,0.169793701,0.08489685,5.26360472,0.848968503,2.886492911,0.835130317,0.394940148,,2.54690551,71.05042873,30.47796927,1.480516173,125,75,4.728330079,104.0835385,2.740725019,,0.764071653,0.109516937,,0.253889235,3.815183572,98,6.319228376,103,0.424484252,8.489685033,0,,8.574581883,14.68715511,16.72467951,14.43382291,9.763137788,
1401,Flora,Kommune,10053,Sunnfjord,14,Sogn og Fjordane,2015,11862,1613,,,0.337211263,0.168605631,0.084302816,4.72095768,0.505816894,2.023267577,0.632776935,0.270696341,,2.444781656,166.3900691,38.02056989,2.029843197,125,97,4.40060698,94.92497049,2.412493677,0.00210757,0.758725341,0.337295566,,0.243645381,3.642901426,99,6.809051457,46,0.843028157,8.430281571,8.430281571,,7.924464677,14.83729557,17.19777441,15.56044512,7.334344967,
1401,Flora,Kommune,10053,Sunnfjord,14,Sogn og Fjordane,2016,11923,1605,2.516145265,,0.419357544,0.083871509,0.083871509,4.193575442,1.006458106,2.18065923,0.525455003,0.190052839,,3.60647488,119.2144594,38.8325086,1.917051078,138,68,4.559422964,93.8522184,2.409460706,0.091671559,1.677430177,0.370292712,0.083871509,0.246105919,3.695327103,92,5.973208723,229,0,38.58089407,,0,6.793592217,13.75492745,18.0323744,22.96393525,9.645223518,3.438731863
1401,Flora,Kommune,10053,Sunnfjord,14,Sogn og Fjordane,2017,11999,1641,,,0.583381948,0.166680557,0.250020835,4.667055588,0.666722227,2.000166681,0.662471873,0.164013668,2.833569464,6.417201433,220.1183432,38.08650721,1.842486874,131,92,4.3771981,91.75764647,2.167430619,0.006667222,1.833486124,0.248187349,,0.22242535,3.338817794,115,5.705057892,77,0.50004167,15.83465289,0,15.0012501,6.000500042,14.66788899,18.33486124,20.49112426,4.167013918,3.416951413
1401,Flora,Kommune,10053,Sunnfjord,14,Sogn og Fjordane,2018,11988,1621,,,0.500500501,0.08341675,0.25025025,4.838171505,0.667334001,1.835168502,0.650483817,0.13705372,3.336670003,3.336670003,165.0550551,42.04204204,1.781448115,122,95,4.335585586,82.74941608,2.101768435,0.000417084,1.001001001,0.25617284,,0.221468229,3.432449105,110,6.818013572,8,0.41708375,3.586920254,0,15.01501502,4.754754755,13.68034701,20.18685352,25.01768435,16.34968302,0
1411,Gulen,Kommune,10050,HAFS,14,Sogn og Fjordane,2014,2315,292,,,0.863930886,0.431965443,0.431965443,4.319654428,0.863930886,,,,,3.887688985,2327.444924,7.77537797,0.408639309,257,243,0.886825054,112.3110151,2.962850972,,0.431965443,0.090280778,,0.164383562,2.712328767,318,4.393835616,376,0,80.7775378,64.79481641,,9.935205184,19.87041037,45.78833693,88.0924406,12.52699784,
1411,Gulen,Kommune,10050,HAFS,14,Sogn og Fjordane,2015,2335,277,100.1905782,,0.856531049,0.428265525,0.428265525,4.282655246,2.569593148,,,,,4.282655246,1360.207709,7.708779443,0.464668094,244,196,0.885653105,93.79014989,2.761884368,0.049678801,0.856531049,0.027837259,,0.180505415,1.902527076,369,6.317689531,65,0,0,107.0663812,,10.70663812,13.70449679,41.97002141,8.540899358,14.56102784,
1411,Gulen,Kommune,10050,HAFS,14,Sogn og Fjordane,2016,2370,287,116.7236287,,0.843881857,0.421940928,0.421940928,3.375527426,,,,,,2.953586498,12.77552743,8.438818565,0.526582278,248,218,0.976371308,83.5443038,2.752320675,0.205485232,2.953586498,0.100843882,0.421940928,0.128919861,1.522648084,389,5.407665505,142,0,0,94.93670886,,12.65822785,13.5021097,43.88185654,161.5232068,10.97046414,
1411,Gulen,Kommune,10050,HAFS,14,Sogn og Fjordane,2017,2371,277,100.1433994,0.843525938,0.843525938,0.421762969,1.265288908,3.374103754,,,0,,0,1.265288908,5.525094897,7.591733446,0.344158583,251,225,1.037958667,86.03964572,2.964150148,0.094896668,0.843525938,0.023618726,,0.184115523,1.83032491,332,5.194945848,181,0,0,94.89666807,,11.38760017,5.4829186,43.01982286,132.6748208,13.49641501,
1411,Gulen,Kommune,10050,HAFS,14,Sogn og Fjordane,2018,2345,281,101.2537313,0.852878465,0.426439232,0.852878465,0.852878465,3.411513859,1.70575693,,0,0,0,0.426439232,0.426439232,8.528784648,0.37782516,262,249,1.052025586,86.14072495,2.986353945,0.047334755,1.279317697,0.045202559,0.426439232,0.1886121,1.850533808,277,5.690391459,81,0,140.7249467,149.2537313,,8.102345416,11.51385928,48.61407249,116.6179104,42.64392324,
1412,Solund,Kommune,10050,HAFS,14,Sogn og Fjordane,2014,815,89,286.3619632,,,,1.226993865,7.36196319,4.90797546,,,,,22.08588957,87.77300613,44.17177914,0.987730061,102,114,1.141104294,130.0613497,2.202453988,,1.226993865,0.104294479,,0,0,419,4.820224719,282,6.134969325,383.4355828,,245.398773,,36.80981595,65.03067485,34.38282209,19.63190184,
1412,Solund,Kommune,10050,HAFS,14,Sogn og Fjordane,2015,800,90,292.43125,,,,1.25,7.5,2.5,,,,,21.25,270.525,47.5,1.045,118,134,1.3125,142.5,2.15625,0.05,2.5,0.0875,,0.533333333,1.822222222,300,7.244444444,16,0,0,,250,,36.25,63.75,38.25,32.5,
1412,Solund,Kommune,10050,HAFS,14,Sogn og Fjordane,2016,785,89,301.4458599,,,,1.27388535,10.1910828,5.095541401,,,,,3.821656051,5.029299363,45.85987261,1.110828025,106,168,1.52866242,165.6050955,2.563057325,0.025477707,1.27388535,0.149044586,,0.359550562,4.235955056,49,4.640449438,315,7.643312102,280.2547771,,254.7770701,3.821656051,36.94267516,73.88535032,28.90955414,28.02547771,38.21656051
1412,Solund,Kommune,10050,HAFS,14,Sogn og Fjordane,2017,794,92,299.0428212,,1.259445844,,1.259445844,7.556675063,5.037783375,,,,,,,50.37783375,0.945843829,109,155,1.700251889,164.9874055,3.089420655,0,1.259445844,0.14231738,,0.195652174,2.47826087,139,4.97826087,301,13.85390428,671.2846348,,,5.037783375,,64.23173804,30.60579345,12.59445844,37.78337531
1412,Solund,Kommune,10050,HAFS,14,Sogn og Fjordane,2018,807,94,311.425031,,1.239157373,1.239157373,1.239157373,9.913258984,4.956629492,,,,,,,47.08798017,0.895910781,133,175,1.734820322,153.6555143,3.24535316,0,1.239157373,0.079306072,,0.212765957,0.85106383,330,5.914893617,70,0,61.95786865,,,2.478314746,0,80.54522924,54.99256506,,42.13135068
1413,Hyllestad,Kommune,10050,HAFS,14,Sogn og Fjordane,2014,1391,174,167.7821711,0.718907261,0.718907261,,,18.69158879,5.751258088,2.875629044,0.678648454,0.309130122,,1.437814522,0.96333573,28.75629044,0.67721064,149,167,3.091301222,163.1919482,6.856937455,,0.718907261,0.109273904,,0.373563218,5.201149425,48,3.804597701,405,25.16175413,0,,33.78864127,,13.65923796,20.84831057,19.8713156,23.00503235,
1413,Hyllestad,Kommune,10050,HAFS,14,Sogn og Fjordane,2015,1405,171,166.5088968,0.711743772,0.711743772,,,19.92882562,4.270462633,,1.710320285,1.212099644,,,,27.04626335,0.66975089,149,201,3.078291815,151.6014235,6.478291815,0.074733096,1.423487544,0.025622776,,0.321637427,6.140350877,34,4.865497076,226,0,0,,33.4519573,,13.52313167,19.92882562,13.32597865,,
1413,Hyllestad,Kommune,10050,HAFS,14,Sogn og Fjordane,2016,1395,161,169.6308244,0.716845878,0.716845878,,,17.20430108,1.433691756,,1.671684588,1.052329749,,0.716845878,6.455197133,25.80645161,0.632258065,148,197,3.154121864,174.9103943,6.321146953,0.086021505,1.433691756,0.119713262,0.716845878,0.354037267,4.571428571,37,5.00621118,312,0,0,,,0.716845878,13.62007168,17.92114695,41.61648746,17.20430108,
1413,Hyllestad,Kommune,10050,HAFS,14,Sogn og Fjordane,2017,1438,150,165.1182197,1.390820584,0.695410292,,,18.08066759,1.390820584,,2.255215577,0.977746871,5.563282337,,,26.4255911,0.397079277,149,202,2.955493741,148.8178025,6.488873435,0,0.695410292,0.017385257,,0.486666667,4.066666667,73,7.086666667,236,0,0,,,0.695410292,13.21279555,13.21279555,11.87969402,17.3852573,
1413,Hyllestad,Kommune,10050,HAFS,14,Sogn og Fjordane,2018,1378,135,172.3076923,1.45137881,0.725689405,,,17.41654572,2.90275762,,2.279390421,1.026850508,7.256894049,,,29.7532656,0.630624093,145,195,2.873730044,148.766328,6.002902758,0,,,,0.814814815,5.674074074,12,6.37037037,257,0,20.31930334,,,0.725689405,10.88534107,16.69085631,11.74528302,26.85050798,
1416,Høyanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2014,4183,561,,,1.912502988,,,4.781257471,2.868754482,4.303131724,,,,1.195314368,5.43509443,49.24695195,1.759502749,114,87,6.106143916,159.6939995,8.09729859,,0.478125747,0.059526656,,0.181818182,2.115864528,251,5.550802139,242,2.390628735,346.8802295,,7.41094908,,8.845326321,50.20320344,25.70643079,18.40784126,
1416,Høyanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2015,4169,535,,0.239865675,1.679059727,,0.239865675,8.635164308,2.398656752,4.317582154,,,,1.199328376,5.057567762,51.57112017,2.057088031,91,71,6.001439194,198.8486448,7.485488127,0.179899256,0.719597026,0.016310866,,0.203738318,2.360747664,220,6.837383178,36,0,454.7853202,0,7.435835932,,5.51691053,48.45286639,13.72367474,11.03382106,
1416,Høyanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2016,4161,518,,0.240326845,1.441961067,,0.240326845,6.248497957,3.364575823,3.845229512,,,,0.961307378,5.004325883,56.7171353,2.105263158,113,75,5.39605864,196.1067051,5.755347272,0.149963951,1.682287912,0.080509493,,0.208494208,2.337837838,232,6.424710425,189,0,3.364575823,,,0.720980534,4.566210046,50.70896419,25.12184571,10.09372747,25.95529921
1416,Høyanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2017,4190,497,,0.477326969,0.954653938,,0.477326969,6.205250597,1.431980907,4.295942721,,,,0.477326969,2.076372315,50.8353222,1.710023866,105,81,5.099045346,174.4630072,4.749880668,0,1.670644391,0.150357995,,0.185110664,2.281690141,221,7.285714286,137,0,87.11217184,,,0.954653938,5.489260143,52.50596659,19.98329356,15.75178998,29.83293556
1416,Høyanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2018,4154,499,,0.481463649,0.962927299,,0.722195474,6.740491093,2.407318247,3.370245546,,,,0.240731825,0.414058739,53.92392874,1.966538276,114,96,5.361097737,162.2532499,4.342320655,0.054164661,0.962927299,0.066201252,0.240731825,0.166332665,1.943887776,215,6.885771543,90,0,117.9585941,223.880597,,0.962927299,8.184882041,51.03514685,18.28478575,18.05488686,28.88781897
1417,Vik,Kommune,10052,Sogn,14,Sogn og Fjordane,2014,2688,316,,,0.744047619,,0.37202381,4.464285714,4.464285714,,,,,1.860119048,142.6279762,,,300,300,0,175.9672619,6.613467262,,,,,0.246835443,3.430379747,200,5.768987342,217,0,0,,,18.97321429,26.78571429,34.59821429,12.02790179,,
1417,Vik,Kommune,10052,Sogn,14,Sogn og Fjordane,2015,2678,303,,,0.74682599,,0.373412995,5.974607916,5.227781927,,,,,1.867064974,216.6467513,,,305,305,0,171.0231516,6.189320388,0.078790142,0.373412995,0.013069455,,0.264026403,2.323432343,322,7.194719472,24,0,236.9305452,,,18.67064974,27.63256161,36.59447349,9.384988798,,
1417,Vik,Kommune,10052,Sogn,14,Sogn og Fjordane,2016,2689,315,,,0.743770919,,0.371885459,5.20639643,5.20639643,,,,,2.603198215,389.3205653,,,307,307,9.397917441,174.4142804,5.54629974,0.317590182,0.371885459,0.031238379,0.371885459,0.247619048,3.571428571,108,6.155555556,130,0,130.5317962,,,18.96615842,22.31312756,29.00706582,25.10859055,,
1417,Vik,Kommune,10052,Sogn,14,Sogn og Fjordane,2017,2722,321,,,0.734753857,,0.367376929,5.143277002,2.93901543,,,,,2.204261572,296.4988979,,,313,313,9.191770757,170.4628949,5.038941954,0,0.734753857,0.055841293,,0.171339564,2.651090343,326,5.750778816,43,0,84.49669361,,,19.10360029,23.51212344,24.98163115,20.6289493,2.571638501,
1417,Vik,Kommune,10052,Sogn,14,Sogn og Fjordane,2018,2674,310,,,0.747943156,,0.373971578,5.235602094,3.739715782,,,,,2.617801047,383.6204188,,,315,315,9.536275243,89.0052356,4.136873598,0,1.121914734,0.060583396,,0.141935484,2.764516129,98,4.319354839,234,0,136.8735976,,,13.08900524,22.81226627,28.79581152,16.32011967,15.70680628,
1418,Balestrand,Kommune,10052,Sogn,14,Sogn og Fjordane,2014,1306,150,,,0.765696784,,3.062787136,4.594180704,7.656967841,,,,,13.01684533,1060.777182,160.7963247,2.47856049,29,50,0,114.8545176,3.679173047,,0.765696784,0.17611026,,0.553333333,5.366666667,54,5.553333333,219,0,337.6722818,187.5957121,,,42.87901991,12.25114855,112.5313936,13.01684533,
1418,Balestrand,Kommune,10052,Sogn,14,Sogn og Fjordane,2015,1304,148,,,0.766871166,,3.834355828,10.73619632,3.067484663,,,,,0.766871166,2.423312883,177.9141104,3.065184049,5,30,3.239263804,127.3006135,6.312883436,0.215490798,1.533742331,0.026840491,,0.560810811,6.966216216,31,7.310810811,57,0,971.6257669,185.5828221,,,42.94478528,9.969325153,108.8006135,6.901840491,
1418,Balestrand,Kommune,10052,Sogn,14,Sogn og Fjordane,2016,1294,130,,,,,3.863987635,10.81916538,3.091190108,,,,,23.18392581,999.9119011,191.6537867,3.097372488,33,56,3.28748068,104.3276662,6.159196291,0.135239567,3.091190108,0.14992272,,0.623076923,4.476923077,40,5.823076923,163,0,1394.899536,154.5595054,,0.772797527,34.00309119,8.500772798,63.07418856,133.6939722,33.23029366
1418,Balestrand,Kommune,10052,Sogn,14,Sogn og Fjordane,2017,1288,135,,,,,3.881987578,9.316770186,1.552795031,,4.565993789,2.539596273,0.776397516,15.52795031,739.9184783,187.1118012,2.764751553,6,20,3.520962733,91.61490683,4.436335404,0,1.552795031,0.060559006,,0.525925926,3.748148148,49,6.192592593,123,0,1279.114907,155.2795031,,0.776397516,39.59627329,0,106.5822981,15.52795031,40.37267081
1418,Balestrand,Kommune,10052,Sogn,14,Sogn og Fjordane,2018,1262,126,,,0.792393027,,3.961965135,4.754358162,3.169572108,,5.798732171,2.726624406,10.30110935,14.26307448,745.4041204,185.4199683,2.547543582,11,49,4.208399366,98.25673534,4.087163233,0,,,,0.420634921,3.23015873,65,6.452380952,79,0,927.0998415,158.4786054,,0.792393027,40.41204437,,80.32091918,42.78922345,41.2044374
1419,Leikanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2014,2268,325,90.38800705,0.440917108,0.881834215,,1.76366843,16.75485009,2.645502646,20.28218695,,,,0.440917108,26.5127866,,,300,300,1.19047619,84.65608466,1.671957672,,,,,0.116923077,1.793846154,373,4.941538462,338,0,19.84126984,,22.92768959,,21.16402116,16.75485009,7.209435626,2.645502646,
1419,Leikanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2015,2276,324,109.8418278,0.439367311,0.878734622,,1.318101933,17.57469244,0.878734622,21.08963093,,,,0.439367311,25.1129174,,,305,305,0,101.9332162,1.990773286,0.152899824,,,,0.259259259,2.37037037,349,6.009259259,114,0,43.93673111,,22.84710018,,20.65026362,21.08963093,6.986818981,4.833040422,
1419,Leikanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2016,2298,324,128.1588338,0.43516101,0.870322019,,1.305483029,19.14708442,,20.88772846,,,,0.43516101,39.09051349,,,307,307,1.246301131,88.77284595,1.731070496,0.123585727,0.43516101,0.033072237,,0.197530864,2.367283951,322,4.179012346,369,0,0,43.51610096,22.6283725,2.175805048,11.74934726,23.49869452,17.66275022,3.046127067,
1419,Leikanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2017,2332,329,105.6054889,0.857632933,1.2864494,,1.2864494,18.86792453,0.857632933,18.86792453,,,,0.428816467,10.85763293,,,313,313,0.381646655,81.04631218,1.48670669,0,0.857632933,0.021440823,,0.176291793,1.951367781,359,3.595744681,362,0,9.862778731,,22.29845626,1.715265866,13.29331046,22.72727273,14.1016295,3.859348199,
1419,Leikanger,Kommune,10052,Sogn,14,Sogn og Fjordane,2018,2345,311,105.0200426,0.852878465,1.279317697,,1.279317697,20.46908316,0.852878465,18.76332623,,,,0.426439232,1.296375267,,,315,315,0.940298507,79.74413646,1.371855011,0.021321962,1.279317697,0.058422175,,0.112540193,1.832797428,369,3.38585209,406,0,0,46.90831557,22.17484009,1.70575693,11.94029851,26.86567164,23.49978678,14.4989339,
