Nr,Navn,Inndeling,Fnr,Fylke,Rnr,Region,Aar,Produktivitet,Produktivitet Bransjejustert,Arbeidsplassvekst,Arbeidsplassvekst Bransjejustert,Lonnsomhet,Lonnsomhet Bransjejustert,Egenkapital,Etableringsfrekvens,Etableringsfrekvens Bransjejustert,Foretaksvekst,Foretaksvekst Bransjejustert,Storrelse,Produktivitet Score,Produktivitet Bransjejustert Score,Arbeidsplassvekst Score,Arbeidsplassvekst Bransjejustert Score,Lonnsomhet Score,Lonnsomhet Bransjejustert Score,Egenkapital Score,Etableringsfrekvens Bransjejustert Score,Etableringsfrekvens Score,Foretaksvekst Score,Foretaksvekst Bransjejustert Score,Storrelse Score,Produktivitet Indeks,Arbeidsplassvekst Indeks,Lonnsomhet Indeks,Nyetableringer Indeks,Storrelse Indeks,Naringsindeksen
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2016,3475,2736,7.14,7.8,41.18,-20.12,88.24,8.75,1.48,3.75,1.32,13.02,98.38,100,76.32,79.4,0,0,72.41,84.45,84.2,69.22,66.04,18.21,99.19,77.86,24.14,75.98,18.21,59.07
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2009,1530,428,-3.99,-2.18,55.17,-3.22,79.31,3.04,-1.37,1.52,0.51,16.04,100,92.35,42.46,37.82,39.29,41.72,31.99,33.72,25.82,50.34,58.03,20.23,96.17,40.14,37.67,41.98,20.23,47.24
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2010,1111,-46,3.02,3.87,58.82,-0.39,74.51,1.5,-3.02,-2.1,-2.67,16.7,95.19,52.6,60.28,60.24,49.38,51.51,10.42,7.82,6.42,16.78,20.42,22.59,73.89,60.26,37.1,12.86,22.59,41.34
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2011,1426,332,-2.56,-3.43,52,-8.24,76,3.06,-1.66,0.92,-0.2,15.91,100,96.21,39.38,40.34,24.11,22.6,10.95,31.01,22.21,43.92,50.68,21.27,98.1,39.86,19.22,36.96,21.27,43.08
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2012,1359,223,3.76,4.18,62.26,1.36,77.36,5.15,0.08,1.52,0.31,16.4,100,86.02,63.9,66.71,54.26,57.42,15.1,58.82,43.1,43.54,54.89,22.9,93.01,65.3,42.26,50.09,22.9,54.71
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2013,1188,-19,4.71,5.33,63.79,2.66,79.31,3.28,-1.92,0.3,-0.9,17.04,100,57.61,71.6,74.47,60.46,63.09,24.21,28.87,22.24,34.72,42.56,25.04,78.8,73.03,49.25,32.1,25.04,51.65
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2014,1285,15,-0.35,-0.72,61.29,1.39,77.42,5.95,0.85,2.68,1.48,17.01,100,62.12,44.86,47.65,55,58.51,17.99,74.49,54.45,60.57,69.45,25.05,81.06,46.26,43.84,64.74,25.05,52.19
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2015,1183,83,-8.33,-0.54,58.11,-1.44,79.73,3.48,-1.78,1.74,1.17,15.49,92.08,65.18,46.38,50.2,40.8,43.94,29,32.52,24.03,52.5,58.63,25.06,78.63,48.29,37.91,41.92,25.06,46.36
1266,Masfjorden,Kommune,12,Hordaland,3046,Nordhordland,2016,1477,64,-0.38,0.19,54.43,-5.27,79.75,5.7,0.39,3.7,2.43,15.46,63.44,52.12,46.57,48.86,26.01,27.98,29.01,66.49,47.81,68.72,78.88,24.37,57.78,47.72,27.67,65.48,24.37,44.6
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2009,659,102,-1.26,1.7,65.85,6.35,89.43,5.88,0.09,1.96,0.26,36.89,67.11,64.8,53.17,53.18,70.92,71.28,74.62,58.16,61.29,55.95,54.58,70.67,65.96,53.18,72.27,57.49,70.67,63.91
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2010,705,137,-1.94,-1.67,62.4,2.38,89.35,4.09,-1.91,-0.66,-1.95,35.74,67.49,67.32,43.97,42.36,60.56,60.57,73.25,26.12,38.1,31.92,28.49,68.13,67.4,43.17,64.79,31.16,68.13,54.93
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2011,525,-76,1.88,0.22,62.04,1.81,90.12,5.14,-0.9,1.03,0.08,36.41,55.86,50.58,55.2,53.48,57.59,56.67,76.75,44.25,48.73,44.76,52.8,69.63,53.22,54.34,63.67,47.64,69.63,57.7
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2012,749,126,-1.35,-2.8,66.52,4.27,89.93,5.75,-0.99,4.01,1.85,35.71,74.94,74.97,44.41,40.36,68.57,67.64,75.19,42.65,49.81,65.76,70.13,68.54,74.95,42.38,70.46,57.09,68.54,62.69
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2013,918,289,1.71,0.95,63,0.97,89.15,5.12,-1.53,1.27,-1.16,36.19,86.53,89.77,58.09,54.61,57.84,57.15,71.9,35.06,43.57,44.57,39.57,70.11,88.15,56.35,62.3,40.69,70.11,63.52
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2014,925,243,2.6,1.44,61.95,0.9,88.92,6.08,-0.53,2.9,0.74,36.87,84.93,86.11,58.91,57.97,57.25,56.76,75.87,51.41,56.05,63.09,60.47,71.3,85.52,58.44,63.29,57.75,71.3,67.26
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2015,935,189,-10.52,-4.34,62.32,1.92,86.41,6.08,-0.71,-3.76,-5.25,32.76,74.48,74.16,39.65,37.4,56.22,56.45,61.75,48.34,52.48,7.43,5,67.53,74.32,38.52,58.14,28.31,67.53,53.36
1401,Flora,Kommune,14,Sogn og Fjordane,3053,Sunnfjord,2016,1085,273,-0.33,0.15,64.31,4.15,87.06,6.31,-0.51,0.63,-1.59,32.48,56.58,55.88,46.75,48.68,62.86,63.46,66.38,51.67,55.16,35.6,32.3,67.29,56.23,47.71,64.24,43.68,67.29,55.83
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2009,328,-156,1.4,4.1,56.6,-1.63,80.19,3.54,-0.75,0.59,-0.35,34.95,43.8,42.96,63.64,62.7,43.53,46.63,35.69,44.1,32.02,38.53,46.22,65.99,43.38,63.17,41.95,40.22,65.99,50.94
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2010,448,-130,8.15,8.76,62.26,3.56,84.91,3.71,-0.72,1.56,1.09,37.49,50.01,45.87,77.14,76.04,60.12,64.43,54.45,45.56,33.51,55.39,62.78,72.31,47.94,76.59,59.66,49.31,72.31,61.16
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2011,558,-32,0.23,-0.97,54.46,-5.24,88.39,4.62,-0.12,1.35,0.28,37.63,58.79,55.53,49.32,49.19,32.33,32.76,68.69,57.85,42.02,47.16,54.26,72.5,57.16,49.26,44.59,50.32,72.5,54.77
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2012,382,-204,12.25,11.93,61.02,-0.47,83.9,2.85,-2.36,-0.57,-1.16,42.03,42.09,37.47,96.3,95.94,50.07,51.02,46.37,21.9,17.2,24.98,40.27,83.48,39.78,96.12,49.15,26.09,83.48,58.92
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2013,596,0,2.16,2.17,58.62,-2.59,83.62,3.05,-2.17,0.76,-0.14,43.04,59.63,59.5,60.15,60.16,43.33,44.64,45.09,24.91,19.58,39.45,51.18,86.23,59.57,60.15,44.36,33.78,86.23,56.82
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2014,629,-19,-8.17,-8.83,58.2,-1.88,82.79,4.55,-0.6,3.22,2.03,39.35,60.38,58.56,7.55,8.82,44.55,46.81,45,50.13,37.26,66.75,76.21,77.07,59.47,8.19,45.45,57.59,77.07,49.55
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2015,598,-160,-11.2,-3.84,62.33,2.28,82.19,3.3,-2.16,-3.85,-4.41,34.65,50.47,44.55,37.57,39.1,56.24,57.77,41.06,26.85,22.11,6.64,12.01,72.17,47.51,38.34,51.69,16.91,72.17,45.32
1411,Gulen,Kommune,14,Sogn og Fjordane,3050,HAFS,2016,924,55,1.24,0.93,56,-4.04,82.67,5.73,0.34,2.67,1.39,34.56,53.76,51.97,52.96,51.81,31.86,32.61,43.94,65.71,48.14,57.6,66.81,72.52,52.87,52.38,36.14,59.56,72.52,54.69
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2009,521,-62,-7.52,-4.99,50.75,-5.64,80.6,3.81,-0.76,0.42,-0.3,28.08,57.4,50.94,28.55,26.71,26.17,34.26,37.41,43.86,35.48,36.42,46.9,49.36,54.17,27.63,32.61,40.67,49.36,40.89
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2010,432,-325,7.72,10.94,47.06,-10.15,73.53,2.53,-2.3,-0.42,-0.63,30.57,48.89,30.18,75.75,83.06,12.67,19.54,6.26,19.63,19.08,34.44,43.36,55.75,39.53,79.41,12.82,29.13,55.75,43.33
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2011,650,-57,-1.13,-2.42,62.32,3.61,82.61,6.78,1.38,2.54,0.23,30.39,67.03,52.72,44.47,43.98,58.52,62.74,41.74,83.85,69.57,56.2,53.93,55.44,59.87,44.23,54.33,65.88,55.44,55.95
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2012,535,-109,-5.34,-4.83,47.95,-12.27,80.82,6.2,0.31,2.48,0.28,29.14,55.8,48.17,29.18,32.71,6.11,9.69,31.66,62.39,54.86,52.12,54.58,53.01,51.99,30.95,15.82,55.99,53.01,41.55
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2013,735,-37,-4.03,-3.76,50.68,-8.6,86.3,3.23,-2.57,0,-1.63,28.27,71.23,55.67,32.31,33.28,17.06,23.57,58.08,18.48,21.57,31.69,34.22,51.46,63.45,32.79,32.9,26.49,51.46,41.42
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2014,748,-23,4.2,3.13,50,-8.29,82.5,1.61,-4.13,0.4,-1.12,30.43,70.25,58.12,66.55,66.08,16.84,23.88,43.56,0,1.41,34.59,37.84,56.29,64.19,66.32,28.1,18.46,56.29,46.67
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2015,941,46,-20.97,-7.56,58.23,-1.87,82.28,6.02,-0.15,-1.61,-2.66,24.5,74.88,62.04,7.53,26.58,41.24,42.38,41.48,56.53,51.9,25.07,26.68,47.21,68.46,17.05,41.7,40.04,47.21,42.89
1412,Solund,Kommune,14,Sogn og Fjordane,3050,HAFS,2016,1434,144,-4.08,-3.07,53.66,-7.28,81.71,3.67,-2.69,3.67,1.59,23.95,62.68,53.56,31.93,35.77,23.12,20.41,39.03,15.55,23.68,68.4,69.16,45.77,58.12,33.85,27.52,44.2,45.77,41.89
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2009,549,-21,1.25,5.02,53.06,-5.25,73.47,3.11,-1.31,1.73,0.69,33.04,59.37,54.36,63.05,66.34,33.03,35.47,7.39,34.64,26.75,53.02,60.6,61.36,56.86,64.7,25.3,43.75,61.36,50.39
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2010,764,165,-1.64,3.04,69.39,9.7,79.59,3.06,-1.49,1.02,0.48,31.89,71.52,69.58,44.96,57.56,82.34,84.51,31.94,32.93,25.56,49.66,55.86,58.92,70.55,51.26,66.26,41,58.92,57.6
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2011,1009,409,-6.26,-7.28,62.75,2.77,80.39,4.71,-0.1,0.34,-1.1,30.28,99.19,100,26.23,26.47,59.95,59.91,31.41,58.07,43.28,39.54,43.99,55.16,99.6,26.35,50.42,46.22,55.16,55.55
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2012,793,165,10.91,9.2,63.93,2.16,80.33,5.37,0.05,4.03,2.16,34.09,78.9,79.4,91.18,85.65,59.88,60.23,29.3,58.41,45.54,65.89,73.18,64.7,79.15,88.41,49.8,60.76,64.7,68.56
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2013,819,180,-4.42,-5.56,66.67,5.34,80.7,1.94,-3.35,-2.26,-3.81,33.33,78.25,78.38,30.58,25.09,69.97,72.5,30.95,5.9,6.62,8.71,9.47,63.39,78.31,27.83,57.81,7.67,63.39,47
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2014,669,-14,14.29,13.01,66.1,5.71,79.66,5.94,0.58,4.95,3.42,39.11,63.73,59.05,100,100,71.27,73.95,29.27,69.92,54.31,86.52,93.07,76.51,61.39,100,58.16,75.95,76.51,74.4
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2015,661,-116,-10.85,-1.6,48.75,-11,82.5,6.29,0.53,1.57,0.68,34.52,54.94,48.23,38.65,46.63,6.57,8.46,42.57,66.58,54.8,51.13,54.55,71.86,51.58,42.64,19.2,56.76,71.86,48.41
1413,Hyllestad,Kommune,14,Sogn og Fjordane,3050,HAFS,2016,1112,169,-4.54,-1.29,61.18,1.52,83.53,3.41,-2.41,0.62,-1.04,33.19,57.05,54.01,30.13,42.9,51.19,53.54,48.35,20.21,20.49,35.47,38.64,69.08,55.53,36.52,51.03,28.7,69.08,48.17
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,425,-138,-22.75,-18.53,54.84,-3.74,82.26,4.1,-1.12,0.19,-1.34,24.24,50.6,44.46,0,0,38.3,40.14,44.4,37.82,39.11,33.41,32.56,40.08,47.53,0,40.95,35.72,40.08,32.86
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,649,-8,-3.81,-1.9,59.52,0.21,87.3,3.54,-1.78,-0.74,-1.79,23.71,63.67,55.73,37.82,41.63,51.57,53.47,64.59,28.23,31.39,31.03,30.26,39.35,59.7,39.72,56.54,30.23,39.35,45.11
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,506,-104,-8.82,-9.42,56.52,-2.8,82.61,7.13,1.65,1.69,0.51,21.5,54.2,47.46,17.13,18.77,39.19,41.04,41.74,88.53,74.02,49.75,56,34.45,50.83,17.95,40.66,67.07,34.45,42.19
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,645,-92,6.63,7.03,55.1,-5.52,83.67,7.38,1.4,2.58,-0.37,23.27,65.67,50.17,74.85,77.45,30.18,33.34,45.29,78.88,68.14,53.04,48.18,39.14,57.92,76.15,36.27,62.06,39.14,54.31
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,761,63,-0.61,-0.39,66.21,5.35,88.28,5.94,-0.06,1.8,-0.21,23.09,73.42,66.08,47.68,48.56,68.45,72.51,67.65,58.62,52.98,49.98,50.43,39.29,69.75,48.12,69.54,53,39.29,55.94
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,730,0,-3.69,-4.55,64.47,4.27,85.53,5.65,-0.27,1.94,0.24,22.45,68.81,60.6,28.89,29.32,65.76,68.78,58.79,55.64,50.8,52.18,54.32,37.71,64.7,29.11,64.44,53.24,37.71,49.84
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2015,881,5,-7.14,-1.52,60.49,0.67,83.33,6.24,0.02,0.17,-0.98,20.92,70.59,58.48,50.06,46.88,49.53,51.79,46.65,59.04,54.25,39.66,40.71,38.4,64.54,48.47,49.32,48.42,38.4,49.83
1416,Høyanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2016,931,-63,7.34,7.82,61.63,1.92,81.98,5.19,-0.93,2.08,0.23,22.49,53.89,49.84,77.1,79.48,52.87,55.03,40.41,44.59,41.76,51.17,53.39,42.1,51.87,78.29,49.44,47.73,42.1,53.89
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,518,-167,-2.15,1.08,57.73,-1.54,82.47,3.65,-0.65,1.66,0.56,31.08,57.15,42.01,49.67,50.72,46.87,46.93,45.31,45.79,33.49,52.14,58.83,56.61,49.58,50.2,46.37,47.56,56.61,50.06
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,528,-155,-1.5,0.94,60.58,0.7,80.77,3.92,-0.46,1.8,1.16,30.74,55.46,43.87,45.41,50.79,54.85,55.06,36.93,49.87,36.09,57.86,63.56,56.18,49.66,48.1,48.95,51.85,56.18,50.95
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,571,-129,-2.35,-3.21,59.83,-0.29,82.05,5.46,0.86,2.41,1.07,30.13,60.01,44.72,40.14,41.14,50.22,49.55,39.14,74.82,52.74,55.18,60.12,54.82,52.36,40.64,46.3,60.72,54.82,50.97
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,588,-4,-2.29,-3.14,70.59,9.04,82.35,2.35,-2.67,-1.41,-2.69,29.55,60.58,60.16,40.84,39.08,82.25,84.33,38.98,17.26,11.64,17.5,25.14,53.97,60.37,39.96,68.52,17.88,53.97,48.14
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,653,51,1.35,0.98,60,-1.53,82.5,3.02,-2.16,0,-1.17,30.14,64.37,64.9,56.52,54.76,47.9,48.36,39.66,24.98,19.2,31.69,39.47,55.86,64.63,55.64,45.31,28.83,55.86,50.06
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,697,70,-3.4,-4.34,59.66,-1.09,83.19,4.45,-0.51,1.91,0.7,29.58,66.02,67.94,30.28,30.32,49.51,49.61,47.05,51.78,36.11,51.77,59.94,54.31,66.98,30.3,48.72,49.9,54.31,50.04
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2015,641,-8,-4.91,2.05,65.32,5.71,83.06,2.5,-2.61,0.78,0.27,28.23,53.54,57.41,56.92,58.9,67.19,70.5,45.33,20.23,13.28,44.63,51.12,56.39,55.48,57.91,61.01,32.32,56.39,52.62
1417,Vik,Kommune,14,Sogn og Fjordane,3052,Sogn,2016,705,-92,4.23,6.26,65.67,6.15,85.82,4.95,-0.15,0.77,-0.46,29.3,49.93,49.33,64.81,73.23,67.97,70.96,60.06,57.52,38.94,37.14,45.39,59.28,49.63,69.02,66.33,44.75,59.28,57.8
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,435,-89,7.85,10.32,49.06,-8.82,84.91,5.34,0.34,2.49,1.12,26.48,51.3,48.59,89.06,87.32,21.17,24.45,55.55,62.39,54.5,62.68,66.51,45.5,49.94,88.19,33.72,61.52,45.5,55.77
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,409,-84,2.52,2.92,75,16.46,89.58,4.86,-0.26,-0.35,-1.33,27.23,47.35,49.56,58.65,57.17,99.86,100,74.26,53.11,47.58,35.23,35.43,47.78,48.45,57.91,91.37,42.84,47.78,57.67
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,389,-76,4.37,4.15,59.26,0.3,85.19,6.27,0.81,0.7,-1.63,28.44,43.71,50.6,64.05,67.63,48.32,51.55,53.74,73.94,63.1,42.26,40.09,50.84,47.16,65.84,51.2,54.85,50.84,53.98
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,387,-151,4.45,5.11,56.36,-3.66,87.27,3.81,-2.02,-0.69,-3.19,29.82,42.54,43.48,66.53,70.22,34.42,39.84,62.5,27.09,27.99,23.89,20.17,54.62,43.01,68.38,45.59,24.78,54.62,47.28
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,448,-87,-14.29,-13.44,69.09,8.72,90.91,3.48,-2.32,0.7,-1.07,25.58,47.32,50.44,0,0,78,84.35,80.41,22.5,24.57,38.78,40.66,45.14,48.88,0,80.92,31.63,45.14,41.31
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,480,-95,-6.14,-7.02,69.09,9.08,92.73,5.19,-0.46,4.5,2.96,24.58,47.97,50.54,17.21,17.46,81.37,85.98,95.02,52.55,45.14,81.35,87.43,42.67,49.25,17.34,87.46,66.62,42.67,52.67
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2015,487,-140,-12.15,-6.52,58.06,-1.33,87.1,5.63,-0.25,-0.99,-1.98,21.63,42.59,46.19,34.64,30.06,40.64,44.36,65.09,55.06,47.58,30.09,32.35,40.14,44.39,32.35,50.03,41.27,40.14,41.64
1418,Balestrand,Kommune,14,Sogn og Fjordane,3052,Sogn,2016,511,-190,0,0.19,57.14,-2.11,85.71,4.68,-1.18,3.01,1.44,21.79,46.54,47.56,48.07,48.86,36.13,39.89,59.52,40.57,35.71,61.24,67.41,40.33,47.05,48.46,45.18,51.23,40.33,46.45
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,311,-98,-1.88,0.3,69.88,10.4,92.77,3.95,-1.64,-0.66,-2.53,21.8,42.58,47.85,50.75,47.64,82.86,83.79,88.67,29.25,37.15,22.68,16.04,34.17,45.22,49.19,85.11,26.28,34.17,47.99
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,406,-24,11.7,11.75,67.86,8.11,92.86,5.63,-0.14,3.64,2.06,24.06,47.1,54.42,88.84,85.68,77.57,79.33,88.12,55.04,56.98,77.34,73.63,40.2,50.76,87.26,81.67,65.75,40.2,65.13
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,497,36,3.43,1.94,62.22,2.68,93.33,5.75,-0.01,3.83,3.3,24.4,53.39,63.16,60.69,59.68,58.2,59.6,91.7,59.6,56.47,65.95,76.71,41.31,58.27,60.19,69.83,64.68,41.31,58.86
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,527,40,-7,-7.61,66.29,4.58,93.26,5.23,-1.15,1.54,-1.17,22.58,55.14,65.24,22.87,22.22,67.8,68.73,91.12,40.3,43.99,43.75,40.19,37.52,60.19,22.55,75.88,42.06,37.52,47.64
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,489,4,3.76,3.26,72.53,10.94,92.31,5.15,-1.18,2.42,0.11,23.24,50.67,59.95,67.34,65.07,89.38,92.17,87.19,40.69,43.89,56.35,54.04,39.63,55.31,66.2,89.58,48.75,39.63,59.89
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,477,-53,-2.29,-3.79,70.33,9.55,91.21,5.03,-1.26,2.66,0.42,22.57,47.76,55,35.58,32.92,85.56,87.67,87.38,39.2,43.17,60.39,56.57,38,51.38,34.25,86.87,49.83,38,52.07
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2015,637,10,-8.2,-3.13,65.31,5.23,87.76,4.03,-2.38,-1.44,-3.01,20.65,53.23,58.93,46.78,41.47,67.13,68.7,68.31,23.51,30.12,26.42,23.71,37.74,56.08,44.12,68.05,25.94,37.74,46.39
1419,Leikanger,Kommune,14,Sogn og Fjordane,3052,Sogn,2016,713,17,-1.06,-1.39,68.42,8.43,87.37,4.09,-2.26,1.75,-0.45,20.23,50.08,51.28,43.86,42.5,78.23,79.54,67.97,22.78,28.69,47.71,45.51,36.41,50.68,43.18,75.25,36.17,36.41,48.34
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,365,-104,-4.96,-2.19,64.04,4.22,88.76,4.9,-0.81,2.01,0.08,36.85,46.34,47.34,38.62,37.79,65.57,64.69,71.8,43.14,49.08,56.57,52.18,70.58,46.84,38.2,67.36,50.24,70.58,54.65
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,377,-71,5.14,5.01,63.6,3.32,88.82,5.59,-0.2,1.89,0.39,38.38,45.12,50.66,67.26,63.93,64.27,63.65,71.01,54.01,56.56,58.86,54.9,74.43,47.89,65.59,66.31,56.08,74.43,62.06
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,380,-98,1.19,-0.25,67.03,7.14,88.94,5.96,-0.1,4.33,2.56,38.16,42.92,48.16,52.71,51.8,74.23,74.71,71.22,58.15,59.07,69.71,71.27,73.75,45.54,52.25,73.39,64.55,73.75,61.9
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,403,-92,3.51,2.87,68.34,6.12,89.18,6.82,0.14,4.37,1.96,38.49,44.05,50.17,62.96,61.76,74.68,74.1,71.61,59.73,61.84,68.98,71.16,75.09,47.11,62.36,73.46,65.43,75.09,64.69
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,385,-110,3.11,3.04,67.33,5.16,88.84,6.89,0.22,2.34,-0.29,39,41.99,48.05,64.41,64.1,72.17,71.85,70.41,63.19,64.03,55.53,49.49,76.72,45.02,64.26,71.47,58.06,76.72,63.11
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,435,-93,2.91,1.77,66.22,5.07,87.6,5.2,-1.31,1.18,-1.09,39.37,44.23,50.76,60.42,59.54,71.67,71.66,69.2,38.39,45.32,43.45,38.16,77.11,47.5,59.98,70.84,41.33,77.11,59.35
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2015,469,-128,-6,-1.46,65.71,5.02,87.79,6.52,-0.13,0.62,-1.07,36.75,41.32,47.2,53.56,47.11,68.6,67.95,68.49,56.87,57.28,43.3,39.93,77.34,44.26,50.33,68.35,49.34,77.34,57.92
1420,Sogndal,Kommune,14,Sogn og Fjordane,3052,Sogn,2016,507,-138,3.47,2.89,67.96,7.58,88.5,5.59,-1.12,2.66,0.36,37.24,46.48,48.5,61.81,59.69,76.52,76.36,73.74,41.49,46.52,57.45,54.89,79.28,47.49,60.75,75.54,50.09,79.28,62.63
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2009,1576,838,0,2.14,59.13,1.01,72.17,3.84,-1.35,0.27,-1.13,31.12,100,100,58.14,54.94,51.01,54.81,1.94,34,35.75,34.52,35.48,56.71,100,56.54,35.92,34.94,56.71,56.82
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2010,374,-371,4,4.34,53.97,-4.59,72.22,8.2,2.82,7.1,6.17,32.46,44.94,26.46,63.51,61.76,34.23,37.74,0.73,100,88.4,100,100,60.28,35.7,62.64,24.23,97.1,60.28,55.99
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2011,1475,709,3.11,1.48,49.21,-9.43,76.98,5.1,-0.51,3.57,1.88,33.33,100,100,59.57,58.03,14.79,18.56,15.53,51.08,48.22,63.97,66.16,62.37,100,58.8,16.3,57.36,62.37,58.97
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2012,1823,994,-13.14,-13.4,51.91,-8.15,74.81,6.16,0.21,0.74,-1.46,28.56,100,100,0,0.37,19.44,24.1,2.91,60.75,54.4,36.63,37.29,51.65,100,0.18,15.48,47.27,51.65,42.92
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2013,1598,816,6.13,6.66,58.16,-1.89,78.72,7.09,0.86,4.89,2.77,30.28,100,100,78,80.5,41.79,47.13,21.37,73.41,66.37,81.44,84.23,56.2,100,79.25,36.76,76.36,56.2,69.71
1421,Aurland,Kommune,14,Sogn og Fjordane,3052,Sogn,2014,1500,716,7.13,6.27,58.62,-0.5,78.62,6.29,-0.08,1.86,-0.04,32.42,100,100,80.52,81.08,45.98,51.72,24.04,58.81,58.63,51.28,50.97,60.93,100,80.8,40.58,54.92,60.93,67.45
