Nr,Navn,Inndeling,Fnr,Fylke,Rnr,Region,Aar,Produktivitet,Produktivitet Bransjejustert,Arbeidsplassvekst,Arbeidsplassvekst Bransjejustert,Lonnsomhet,Lonnsomhet Bransjejustert,Egenkapital,Etableringsfrekvens,Etableringsfrekvens Bransjejustert,Foretaksvekst,Foretaksvekst Bransjejustert,Storrelse,Produktivitet Score,Produktivitet Bransjejustert Score,Arbeidsplassvekst Score,Arbeidsplassvekst Bransjejustert Score,Lonnsomhet Score,Lonnsomhet Bransjejustert Score,Egenkapital Score,Etableringsfrekvens Bransjejustert Score,Etableringsfrekvens Score,Foretaksvekst Score,Foretaksvekst Bransjejustert Score,Storrelse Score,Produktivitet Indeks,Arbeidsplassvekst Indeks,Lonnsomhet Indeks,Nyetableringer Indeks,Storrelse Indeks,Naringsindeksen
1245,Sund,Kommune,12,Hordaland,3049,Hordaland Vest,2016,780,-23,-7.69,-8.64,55.52,-4.74,81.03,8.06,0.33,1.84,-0.77,12.73,51.24,50.56,17.65,13.41,30.06,29.97,35.59,65.51,76.02,48.66,41.75,17.48,50.9,15.53,31.88,57.99,17.48,34.75
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2009,547,-32,-0.08,2.94,56.52,-3.71,83.75,7.66,0.86,2.75,0.4,34.72,59.21,53.44,57.83,58.12,43.27,40.21,50.67,71.08,83.45,65.98,56.59,65.42,56.32,57.97,44.72,69.28,65.42,58.74
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2010,555,-32,7.53,8.29,58.33,-2.21,81.04,6.95,-0.11,2.06,0.04,36.79,57.27,53.8,75.11,74.51,47.83,45.56,38.06,55.48,73.1,60.66,50.94,70.64,55.53,74.81,43.81,60.04,70.64,60.97
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2011,611,-6,3.5,1.66,57.58,-2.64,82.42,7.59,0.44,2.62,1.21,37.4,63.52,58.49,60.95,58.68,42.71,41.57,40.87,67.45,79.83,56.81,61.2,71.96,61,59.81,41.72,66.32,71.96,60.16
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2012,707,57,6.08,4.16,60.9,-1.76,84.4,10.16,2.29,7.32,4.07,38.8,71.24,67.09,72.74,66.62,49.67,46.52,48.77,92.32,99.32,95.23,92.06,75.83,69.17,69.68,48.32,94.73,75.83,71.55
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2013,607,-39,3.94,2.54,59.38,-3.34,84.9,7.76,-0.07,3.15,0.01,39.36,60.57,55.46,68.12,61.81,45.85,42,51.31,58.46,74.09,63.78,52.94,77.57,58.01,64.97,46.39,62.32,77.57,61.85
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2014,712,17,5.52,4.16,58.11,-3.64,83.57,7.68,-0.01,2.28,-0.52,40.53,67.28,62.38,72.86,71,44.26,40.51,48.95,59.99,75.52,55.99,45.13,79.83,64.83,71.93,44.57,59.16,79.83,64.06
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2015,587,-149,-7.25,-1.19,53.85,-6.88,82.96,8.63,0.74,3.23,0.98,36.71,49.69,45.47,49.71,48.01,25.21,23.76,44.83,69.69,80.46,64.75,57.1,77.24,47.58,48.86,31.27,68,77.24,54.59
1246,Fjell,Kommune,12,Hordaland,3049,Hordaland Vest,2016,741,-66,-7.14,-4.72,53.64,-6.7,82.36,7.92,-0.01,3.34,0.48,33.48,50.56,49.79,19.84,29.14,23.04,22.62,42.39,59.8,74.3,64.79,56.26,69.81,50.17,24.49,29.35,63.79,69.81,47.52
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2009,390,-54,-2.05,0.11,55.35,-4.85,81.67,8.67,1.76,3.7,1.24,17.56,48.16,51.58,50.06,46.89,39.81,36.7,41.94,86.11,96.08,78,68.22,23.91,49.87,48.47,39.48,82.1,23.91,48.77
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2010,386,-88,2.87,2.37,57.42,-3.19,80.98,8.16,0.97,3.11,0.97,17.66,45.78,49.24,59.79,55.39,45.01,42.32,37.83,73.27,87.9,71.77,61.42,24.89,47.51,57.59,41.72,73.59,24.89,49.06
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2011,439,-53,1.31,-0.19,57.26,-3.19,82.43,9.06,1.77,4.53,2.64,17.46,48.14,53.17,53.17,52,41.64,39.7,40.89,90.46,98.61,71.22,71.81,24.94,50.65,52.59,40.74,83.02,24.94,50.39
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2012,405,-113,3.53,2.98,57.74,-4.83,82.18,9.09,0.97,4.68,1.01,17.66,44.16,47.77,63.04,62.18,39.04,35.74,38.14,72.27,87.32,71.68,61.79,25.89,45.96,62.61,37.64,73.26,25.89,49.07
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2013,376,-137,0.86,0.5,58.91,-3.52,83.91,8.83,0.92,4.25,1.08,17.4,41.28,45.25,54.31,52.58,44.28,41.37,46.48,74.43,86.49,74.92,65.1,25.89,43.27,53.45,44.04,75.24,25.89,48.38
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2014,436,-109,5.16,3.81,57.8,-3.69,82.98,9.44,1.62,3.55,0.65,17.96,44.39,49.11,71.13,69.32,43.2,40.35,45.96,87.28,97.11,70.57,59.38,27.24,46.75,70.23,43.17,78.59,27.24,53.19
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2015,632,14,-1.32,3.64,57.5,-3.44,82.28,9.72,1.67,4.41,2.14,17.39,52.91,59.26,67.93,64.25,38.59,36.53,41.48,83.48,92.4,74.38,66.75,29.73,56.08,66.09,38.87,79.25,29.73,54
1247,Askøy,Kommune,12,Hordaland,3049,Hordaland Vest,2016,622,-62,4.54,4.56,57.4,-3.26,81.5,8.48,0.45,3.74,0.77,17.85,48.48,49.87,66.03,66.38,37.09,35.55,37.96,67.45,80.93,69.1,59.61,30.38,49.18,66.2,36.87,69.27,30.38,50.38
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2009,1331,471,-3.63,0.2,55.14,-4.1,81.31,4.92,-0.81,0.47,-1.37,20.66,100,95.94,43.85,47.24,39.19,39.03,40.4,43.12,49.26,36.99,32.16,31.4,97.97,45.55,39.54,40.38,31.4,50.97
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2010,828,-64,-4.24,-3.17,56.73,-3.19,80.77,4.66,-1.12,1.17,-0.15,19.8,75.89,51.19,36.42,37.52,42.85,42.32,36.93,39.02,45.15,51.2,48.81,30,63.54,36.97,40.7,46.04,30,43.45
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2011,1101,145,0.25,-0.32,59.8,-0.95,79.41,3.92,-2.35,0,-3.75,19.62,100,75.31,49.37,51.54,50.14,47.32,26.84,19.2,33.14,36.99,24.34,30.04,87.66,50.46,41.43,28.42,30.04,47.6
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2012,1035,81,-0.37,0.09,58.65,-2.9,79.81,4.15,-2.41,-0.46,-3.14,19.62,100,69.83,48.16,51.27,42.12,42.52,26.81,21.13,31.82,25.95,20.74,30.52,84.91,49.72,37.15,24.91,30.52,45.44
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2013,948,-94,-6.77,-6.21,56.84,-4.43,81.05,4.63,-1.96,1.16,-0.99,18.32,89.07,49.68,19.99,22.17,37.44,38.19,32.65,28.29,37.84,43.46,41.54,28.05,69.37,21.08,36.09,37.78,28.05,38.48
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2014,998,-87,-3.43,-3.19,54.29,-5.99,80.95,5.72,-0.89,2.06,0.08,17.66,91.04,51.36,30.12,35.84,31.33,32.13,35.77,45.34,51.62,53.5,52.48,26.55,71.2,32.98,33.08,50.74,26.55,42.91
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2015,1040,-19,-8.34,-3.03,58.56,-1.28,84.68,6.95,0.07,3.81,2.33,16.36,81.94,56.46,46.34,41.8,42.45,44.56,53.27,59.8,62.04,69.49,68.36,27.18,69.2,44.07,46.76,64.92,27.18,50.43
1251,Vaksdal,Kommune,12,Hordaland,3047,Osterfjorden,2016,1190,-7,-1.49,-0.81,55.45,-4.49,79.09,6.26,-0.78,3.46,1.21,16,58.41,50.85,42.17,44.85,29.83,30.93,25.66,47.21,54.56,66.05,64.78,25.73,54.63,43.51,28.81,58.15,25.73,42.16
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2009,790,-65,11.11,12.43,86.96,29.09,100,2.25,-3.1,-1.12,-2.65,34.19,76.32,50.7,100,95.66,100,100,100,4.84,15.93,16.77,14.42,64.13,63.51,97.83,100,12.99,64.13,67.69
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2010,674,-149,1.67,1,60,2.59,92,7.95,2.65,6.82,6.01,35.47,65.37,44.31,55.84,50.97,53.05,61.26,84.49,100,85.43,100,100,67.47,54.84,53.4,66.27,96.36,67.47,67.67
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2011,771,-73,-4.92,-6.97,62.96,3.25,88.89,3.19,-2.46,2.13,1.3,31.35,77.83,50.97,31.01,27.58,60.67,61.52,71,17.17,23.9,53.07,61.87,57.7,64.4,29.3,64.4,39,57.7,50.96
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2012,812,-123,1.72,-0.6,57.69,-1.3,92.31,1.04,-5.25,-2.08,-4.24,31.89,80.58,46.68,56.14,48.66,38.89,48.11,86.58,0,0,11.51,9.82,59.51,63.63,52.4,57.86,5.33,59.51,47.75
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2013,677,-356,3.39,2.08,69.57,9.54,95.65,6.38,0.31,0,-2.12,31.85,66.41,22.39,65.66,59.75,79.57,87.25,100,64.54,58.17,31.69,28.71,59.91,44.4,62.71,88.94,45.78,59.91,60.35
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2014,672,-315,3.28,1.21,66.67,7.7,92.59,3.19,-2.79,6.38,4.55,33.87,63.94,27.39,62.15,56.86,73.18,81.03,94.35,13.6,20.71,100,100,64.31,45.67,59.51,82.85,58.58,64.31,62.18
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2015,842,-120,-14.29,-9.8,58.06,-0.39,93.55,10,3.71,1,-0.39,28.57,67.84,47.91,28.08,19.04,40.64,47.84,96.69,100,95.41,46.44,45.63,57.23,57.87,23.56,61.72,71.87,57.23,54.45
1252,Modalen,Kommune,12,Hordaland,3047,Osterfjorden,2016,744,-166,4.63,3.82,53.33,-5.25,90,6.93,-0.11,0,-1.79,29.66,50.62,48,66.38,63.42,21.91,28.07,81.43,58.15,62.51,28.79,30.01,60.17,49.31,64.9,43.8,44.86,60.17,52.61
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2009,362,-144,-7.89,-4.41,53.2,-7.19,76.88,4.81,-0.63,2.06,0.49,23.03,46.18,43.97,27.09,29.02,33.45,29.48,21.76,46.06,47.87,57.21,57.76,37.14,45.07,28.06,28.23,52.22,37.14,38.14
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2010,430,-112,-5.49,-3.6,57.18,-3.47,78.89,4.29,-1.32,1.01,-0.11,21.56,48.74,47.35,32.3,36.13,44.27,41.41,28.95,35.69,40.59,49.55,49.24,34.22,48.04,34.21,38.21,43.77,34.22,39.69
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2011,480,-81,5.25,3.56,59.51,-0.84,82.21,5.33,-0.51,1.58,0.03,22.56,51.79,50.08,67.17,65.53,49.15,47.68,39.87,51.03,51.1,48.94,52.42,36.96,50.93,66.35,45.57,50.88,36.96,50.14
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2012,447,-138,2.73,1.65,60.46,-2.14,82.52,4.84,-1.57,0.9,-1.23,23,47.96,44.93,59.98,57.16,48.19,45.16,39.78,33.89,39.56,38.08,39.66,38.51,46.45,58.57,44.38,37.8,38.51,45.14
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2013,429,-156,3.53,2.52,60.7,-2.03,82.99,6.9,0.55,1.38,-0.73,23.34,45.69,43.24,66.27,61.71,50.23,46.61,42.04,68.42,64.22,45.74,44.54,39.86,44.46,63.99,46.29,55.73,39.86,50.07
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2014,506,-117,2.29,1.05,59.24,-2.55,80.98,5.05,-1.29,0.8,-1.1,23.53,50.14,48.23,57.43,56.13,48.07,44.42,35.9,38.7,43.4,39.13,38.04,40.23,49.19,56.78,42.8,39.82,40.23,45.76
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2015,553,-155,-1.58,4.59,59.95,-1.18,80.36,5.56,-0.88,1.03,-0.2,22.99,47.25,44.96,67.13,67.43,47.53,44.92,32.07,45.79,46.87,46.71,47.23,43.5,46.11,67.28,41.51,46.65,43.5,49.01
1253,Osterøy,Kommune,12,Hordaland,3047,Osterfjorden,2016,604,-179,-1.44,-0.49,62.65,1.72,81.33,5.27,-1.17,1.49,-0.42,22.33,48.16,47.77,42.37,46.11,56.7,54.3,37.09,40.69,42.73,44.91,45.89,41.7,47.97,44.24,49.36,43.55,41.7,45.36
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2009,437,-72,0.89,4.08,57.45,-2.98,78.19,6.04,0.11,2.34,0.33,22.72,51.45,50.03,61.65,62.63,46.02,42.49,27.28,58.52,63.31,60.7,55.59,36.4,50.74,62.14,38.6,59.53,36.4,49.48
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2010,413,-114,-0.14,2.61,58.82,-1.83,84.49,6.58,0.37,1.88,0.18,22.17,47.59,47.2,49.91,56.17,49.38,46.8,52.69,63.43,68.58,58.73,52.48,35.67,47.4,53.04,49.63,60.8,35.67,49.31
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2011,454,-84,1.02,-0.58,50,-10.54,81.91,7.25,1.04,2.77,1.93,21.76,49.47,49.68,52.13,50.61,17.44,14.82,38.5,77.86,75.5,57.89,66.57,35.08,49.57,51.37,23.59,69.46,35.08,45.81
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2012,505,-76,3.23,2.09,54.67,-8.25,79.44,8.59,1.7,7.95,5.28,21.79,53.17,52.01,61.89,58.82,28.74,23.75,25.05,83.37,81.73,100,100,35.64,52.59,60.35,25.85,91.27,35.64,53.14
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2013,415,-158,0.98,-0.25,57.96,-4.96,78.32,10.69,3.75,7.6,5.05,21.07,44.51,43,54.83,49.15,41.16,36.32,19.4,100,100,100,100,34.53,43.75,51.99,32.3,100,34.53,52.51
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2014,474,-130,-0.26,-1.73,56.41,-5.59,77.78,8.39,1.52,3.86,1.46,20.47,47.52,46.91,45.28,42.81,38.51,33.54,19.8,85.61,84.23,74.1,69.19,33.09,47.21,44.04,30.62,78.28,33.09,46.65
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2015,539,-117,-5.83,0.8,52.71,-8.14,80.14,8.61,1.45,3.4,1.62,18.8,46.3,48.21,54.08,54.71,21.05,19.07,31.03,80.25,80.18,66.12,62.41,33.18,47.25,54.39,23.72,72.24,33.18,46.16
1256,Meland,Kommune,12,Hordaland,3046,Nordhordland,2016,536,-172,0.41,2.63,56.68,-3.7,81.23,7.19,-0.03,3.49,1.06,18.69,46.98,47.89,49.7,58.65,34.4,33.9,36.58,59.55,65.65,66.47,62.96,32.51,47.44,54.18,34.96,63.66,32.51,46.55
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2009,428,-45,4.62,5.76,52.08,-6.94,75,5.78,-0.12,1.71,0.12,18.75,50.84,52.34,76.34,69.27,30.14,30.26,13.84,54.63,60.04,52.8,52.69,26.8,51.59,72.8,24.74,55.04,26.8,46.2
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2010,545,4,-0.38,-1.23,57.14,-2.32,74.83,7.16,0.98,-0.21,-1.43,18.49,56.58,56.67,49.11,43.79,44.14,45.19,11.77,73.41,75.69,36.67,34.36,26.88,56.62,46.45,33.7,55.03,26.88,43.74
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2011,577,31,-0.38,-2.95,60.13,0.65,76.58,7.17,0.69,3.8,1.67,18.28,60.49,62.54,47.15,42.06,51.21,52.72,13.66,71.86,74.57,65.68,64.62,26.86,61.51,44.61,39.2,69.18,26.86,48.27
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2012,418,-126,5.22,3.84,60.74,-1.06,80.98,8.13,1.06,2.85,0.62,18.71,45.35,46.26,69.46,65.43,49.12,48.96,32.42,73.77,76.56,55.38,57.9,28.38,45.81,67.44,43.5,65.9,28.38,50.21
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2013,520,-91,4.23,3.42,60.61,-1.22,83.03,8.3,1.22,4.74,2.63,18.89,53.3,50.04,69.45,65.82,49.91,49.47,42.23,79.15,80.39,79.94,82.66,29.4,51.67,67.63,47.2,80.54,29.4,55.29
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2014,580,-57,1.04,-0.28,60,-0.72,81.67,6.04,-1.05,0.19,-2.04,18.52,56.34,54.59,51.49,49.75,50.64,50.94,39.37,42.64,55.5,32.14,26.65,28.55,55.46,50.62,46.98,39.23,28.55,44.17
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2015,601,-225,-3.56,3.42,56.38,-3.67,77.66,7.16,-0.25,1.32,-0.21,17.75,50.7,39,61.06,63.5,34.49,35.69,18.86,55.11,64.29,49.05,47.16,30.6,44.85,62.28,29.68,53.9,30.6,44.26
1259,Øygarden,Kommune,12,Hordaland,3049,Hordaland Vest,2016,23258,22196,4.52,4.23,63.4,3.48,79.9,6.32,-1.1,1.86,-0.53,18.1,100,100,65.96,65.07,59.49,60.92,29.78,41.86,55.23,48.83,44.56,31.01,100,65.52,50.06,47.62,31.01,58.84
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2009,370,-93,-8.93,-4.07,63.68,3.74,83.68,3.88,-1.25,1.33,-0.23,19.23,46.71,48.3,23,30.35,64.5,63.21,50.41,35.79,36.35,48,47.85,27.96,47.51,26.67,59.37,42,27.96,40.7
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2010,372,-135,3.88,5.63,59.9,-0.41,85.94,2.04,-3.24,-0.48,-1.59,19.98,44.82,45.46,63.11,65.93,52.73,51.44,58.82,4.22,13.01,33.84,32.58,30.44,45.14,64.52,54.33,20.92,30.44,43.07
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2011,388,-131,-4.98,-6.18,59.9,-0.46,86.29,4.21,-1.19,0.84,-0.11,18.71,43.61,44.49,30.79,30.42,50.45,48.96,58.91,39.25,36.89,43.36,51.36,27.88,44.05,30.61,52.77,42.71,27.88,39.6
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2012,463,-96,3.17,2.84,63.55,0.81,90.15,4.89,-1.09,4.18,2.5,19.08,49.41,49.68,61.64,61.67,58.57,55.53,76.25,41.19,40.19,67.23,76.57,29.25,49.55,61.65,63.45,56.3,29.25,52.04
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2013,458,-79,1.69,1.29,60.29,-2.3,85.65,4.47,-1.44,0.34,-1.62,19.21,48.12,51.32,58.04,56.16,48.85,45.67,54.91,36.57,35.96,35.18,34.4,30.14,49.72,57.1,49.81,35.53,30.14,44.46
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2014,476,-93,-2.08,-2.98,58.77,-2.72,83.89,5.71,-0.06,2.17,0.46,18.67,47.64,50.7,36.58,36.82,46.48,43.81,50.54,59.29,51.46,54.75,57.08,28.92,49.17,36.7,46.94,55.65,28.92,43.48
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2015,470,-173,-10.1,-2.66,54.31,-6.59,84.05,5.14,-0.83,3.69,2.62,16.87,41.35,43.43,40.96,43.07,26.91,24.85,50.17,46.56,42.22,68.47,70.79,28.45,42.39,42.01,33.98,57.01,28.45,40.77
1260,Radøy,Kommune,12,Hordaland,3046,Nordhordland,2016,460,-258,-7.33,-6.72,54.29,-6.56,82.04,5.93,-0.04,2.16,0.37,15.44,45.65,46.35,19.09,21.11,25.47,23.15,40.74,59.33,50.54,52.03,55.03,24.32,46,20.1,29.78,54.23,24.32,34.89
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2009,-40,-608,-1.62,1.78,63.79,3.55,85.88,5.09,-0.63,1.25,-0.61,35.83,17.82,4.75,51.75,53.49,64.81,62.65,59.66,46.06,51.37,46.88,42.66,68.11,11.28,52.62,62.37,46.74,68.11,48.22
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2010,392,-203,0.7,-0.14,60.71,-0.02,84.58,4.98,-0.91,1.13,-0.33,35.45,46.14,40,52.65,47.31,55.28,52.7,53.06,42.38,48.98,50.85,46.72,67.42,43.07,49.98,53.68,47.23,67.42,52.28
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2011,349,-204,-1.09,-2.06,63.03,2.72,84.09,6.28,0.25,3.31,1.82,34.51,40.12,36.32,44.64,45.28,60.89,59.73,48.63,64.17,63.25,62.01,65.75,65.14,38.22,44.96,56.41,63.79,65.14,53.71
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2012,1232,589,-4.35,-3.56,63.95,1.38,86.73,5.19,-1.43,2.36,-0.08,32.66,100,100,32.96,37.5,59.93,57.49,59.89,36.04,43.49,51.03,51.03,61.33,100,35.23,59.11,45.4,61.33,60.21
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2013,195,-412,-1.06,-0.88,63.34,0.91,85.74,5.67,-0.93,2.07,-0.26,31.98,26.14,16.49,45.64,46.3,58.97,56.95,55.35,44.72,49.85,52.77,49.89,60.21,21.31,45.97,57.09,49.31,60.21,46.78
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2014,180,-451,0.02,-0.87,62.37,0.8,84.77,6.18,-0.32,3.47,1.36,31.46,23.04,13,46.61,46.92,58.66,56.37,55,54.84,57.26,69.66,68.02,58.7,18.02,46.76,56.68,62.45,58.7,48.52
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2015,1699,929,-4.81,-0.53,58.71,-2.17,84.72,7.85,1.18,3.36,1.86,29.3,100,100,57.21,50.22,43.01,41.26,53.44,76.23,71.88,65.77,64.41,59.02,100,53.72,45.9,69.57,59.02,65.64
1263,Lindås,Kommune,12,Hordaland,3046,Nordhordland,2016,626,-154,1.64,1.14,58.42,-2.09,84.57,7.17,0.5,3,0.81,29.39,48.55,48.21,54.56,52.66,40.89,39.94,53.65,68.31,65.4,61.09,60.13,59.5,48.38,53.61,44.83,63.73,59.5,54.01
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2009,611,57,5.86,8.84,67.97,8.25,89.84,6.63,0.91,3.04,1.63,26.67,63.75,61,81.19,81.47,77.2,77.15,76.35,71.82,70.62,69.64,73.52,45.95,62.37,81.33,76.9,71.4,45.95,67.59
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2010,512,-69,-2.77,-1.41,66.92,6.56,87.97,5.36,-0.64,1.07,-0.1,24.4,54.38,50.82,41.26,43.21,74.64,74.25,67.42,46.84,53.71,50.21,49.33,41,52.6,42.24,72.1,50.02,41,51.59
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2011,549,-58,4.19,2.26,55.86,-4.41,86.9,5.84,-0.47,3.18,1.01,24.96,58,52.58,63.41,60.85,36.99,35.57,61.71,51.64,57.55,61.04,59.69,42.61,55.29,62.13,44.76,57.48,42.61,52.45
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2012,536,-87,7.04,5.12,60.93,-1.88,85.43,4.63,-2.21,1.54,-1.62,26.84,55.87,50.78,76.41,70.24,49.77,46.08,53.69,24.2,37.21,43.78,35.77,47.57,53.33,73.33,49.85,35.24,47.57,51.86
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2013,589,-39,1.21,-0.03,59.18,-3.48,87.07,3.8,-2.94,3.04,0.39,26.61,59.06,55.48,55.86,50.18,45.2,41.52,61.83,12.47,28.2,62.59,57.19,47.58,57.27,53.02,49.52,40.11,47.58,49.5
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2014,762,107,-2.25,-3.59,58.64,-3.16,83.33,4.18,-2.47,1.72,-0.34,26.01,71.39,71.86,35.75,33.88,46.05,42.23,47.75,18.89,32.75,49.62,47.28,46.01,71.63,34.82,45.35,37.14,46.01,46.99
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2015,781,89,-16.96,-11.4,55.17,-5.25,83.33,6.04,-0.82,3.14,1.71,21.43,63.46,65.62,19.85,13.68,30.06,29.79,46.65,46.57,52.06,63.99,63.13,39.66,64.54,16.76,35.5,56.44,39.66,42.58
1264,Austrheim,Kommune,12,Hordaland,3046,Nordhordland,2016,679,-36,5.07,4.89,52.44,-8.22,81.71,6.56,-0.29,2.11,0.14,22.5,49.47,50.34,68.1,67.7,18.57,16.89,39.03,55.2,58.06,51.52,52.36,42.11,49.91,67.9,24.83,54.28,42.11,47.81
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2009,452,-122,-5,-2,58.82,-0.42,82.35,2.82,-3.69,-1.41,-3.45,15.94,52.48,45.84,38.46,38.53,50.1,50.39,44.8,0,23.04,13.15,3.42,19.99,49.16,38.5,48.43,9.9,19.99,33.2
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2010,71,-557,-3.16,-1.51,52.94,-7.16,76.47,1.43,-5.23,-7.14,-8.67,15.49,24.33,11.51,39.97,42.89,31.03,29.35,18.72,0,5.58,0,0,19.7,17.92,41.43,26.36,1.39,19.7,21.36
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2011,66,-573,11.96,10.82,70.59,10.51,82.35,4.62,-2.41,4.62,2.7,17.55,14.78,0,91.02,91.68,86.1,86.12,40.54,18.14,42.02,71.86,72.28,25.14,7.39,91.35,70.92,51.08,25.14,49.17
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2012,122,-578,13.59,12.33,64.71,2.32,88.24,5.88,-1.63,4.41,0.2,20.31,18.85,0,100,97.47,62.47,60.79,67.1,32.92,51.31,69.32,53.76,32.15,9.43,98.74,63.46,51.83,32.15,51.12
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2013,123,-619,-12.82,-13.3,64.29,2.14,85.71,5.63,-1.53,4.23,1.13,17.93,20.15,0,0,0,62.09,61.26,55.24,35.1,49.48,74.67,65.6,27.13,10.08,0,59.53,56.21,27.13,30.59
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2014,139,-645,-9.8,-10.75,60,-0.83,80,5.41,-1.76,1.35,-0.95,16.4,19.66,0,0,0,50.64,50.57,30.98,30.87,47.77,45.41,39.86,23.62,9.83,0,44.07,40.98,23.62,23.7
1265,Fedje,Kommune,12,Hordaland,3046,Nordhordland,2015,3567,2720,-23.91,-18.24,37.5,-23.57,81.25,6.67,-0.57,6.67,4.98,12.43,100,100,0,0,0,0,36.44,50.31,58.93,92.9,90.45,17.53,100,0,12.15,73.15,17.53,40.57
